Latitude,Longitude,Cluster_ID,Trajet_Index,Vitesse_kmh,Charge_Norm,Description
-20.973318333,-68.721065,Cluster 1 (BLEU),227,0.6,2576.92,Trajet 227 | État: Chargé. Identifié par IA.
-20.973406667,-68.721008333,Cluster 2 (VERT),228,8.0,2577.27,Trajet 228 | État: Vide. Identifié par IA.
-20.973591667,-68.718673333,Cluster 2 (VERT),228,0.0,2579.73,Trajet 228 | État: Vide. Identifié par IA.
-20.973671667,-68.718645,Cluster 2 (VERT),228,0.9,2598.92,Trajet 228 | État: Vide. Identifié par IA.
-20.973121667,-68.718806667,Cluster 1 (BLEU),229,10.7,2605.18,Trajet 229 | État: Chargé. Identifié par IA.
-20.973448333,-68.720936667,Cluster 1 (BLEU),229,13.0,2594.51,Trajet 229 | État: Chargé. Identifié par IA.
-20.973335,-68.721098333,Cluster 1 (BLEU),229,2.0,2578.54,Trajet 229 | État: Chargé. Identifié par IA.
-20.973395,-68.720975,Cluster 1 (BLEU),230,9.3,2578.66,Trajet 230 | État: Vide. Identifié par IA.
-20.961995,-68.71423,Cluster 1 (BLEU),230,29.4,2575.57,Trajet 230 | État: Vide. Identifié par IA.
-20.970833333,-68.703611667,Cluster 1 (BLEU),230,0.8,2587.85,Trajet 230 | État: Vide. Identifié par IA.
-20.969756667,-68.700206667,Cluster 1 (BLEU),231,12.8,2607.86,Trajet 231 | État: Chargé. Identifié par IA.
-20.96291,-68.706045,Cluster 1 (BLEU),231,30.0,2620.67,Trajet 231 | État: Chargé. Identifié par IA.
-20.95943,-68.70848,Cluster 1 (BLEU),231,4.6,2587.94,Trajet 231 | État: Chargé. Identifié par IA.
-20.959188333,-68.708518333,Cluster 0 (ROUGE),232,13.5,2586.13,Trajet 232 | État: Vide. Identifié par IA.
-20.958446667,-68.707085,Cluster 0 (ROUGE),232,0.0,2584.3,Trajet 232 | État: Vide. Identifié par IA.
-20.967281667,-68.702025,Cluster 0 (ROUGE),232,15.0,2613.14,Trajet 232 | État: Vide. Identifié par IA.
-20.967295,-68.70179,Cluster 1 (BLEU),233,19.3,2613.43,Trajet 233 | État: Chargé. Identifié par IA.
-20.963935,-68.702505,Cluster 1 (BLEU),233,15.2,2619.3,Trajet 233 | État: Chargé. Identifié par IA.
-20.959405,-68.7085,Cluster 1 (BLEU),233,5.2,2589.62,Trajet 233 | État: Chargé. Identifié par IA.
-20.959396667,-68.708606667,Cluster 2 (VERT),234,9.8,2589.71,Trajet 234 | État: Vide. Identifié par IA.
-20.979148333,-68.703376667,Cluster 2 (VERT),234,20.2,2589.54,Trajet 234 | État: Vide. Identifié par IA.
-20.970485,-68.70417,Cluster 2 (VERT),234,6.7,2588.29,Trajet 234 | État: Vide. Identifié par IA.
-20.971426667,-68.70216,Cluster 3 (ORANGE),235,11.1,2615.19,Trajet 235 | État: Chargé. Identifié par IA.
-20.973705,-68.695168333,Cluster 3 (ORANGE),235,12.8,2614.3,Trajet 235 | État: Chargé. Identifié par IA.
-20.958236667,-68.708826667,Cluster 3 (ORANGE),235,6.1,2597.51,Trajet 235 | État: Chargé. Identifié par IA.
-20.95834,-68.708878333,Cluster 3 (ORANGE),236,11.1,2596.51,Trajet 236 | État: Vide. Identifié par IA.
-20.953875,-68.713768333,Cluster 3 (ORANGE),236,0.0,2586.68,Trajet 236 | État: Vide. Identifié par IA.
-20.973486667,-68.699473333,Cluster 3 (ORANGE),236,5.7,2595.38,Trajet 236 | État: Vide. Identifié par IA.
-20.973498333,-68.699433333,Cluster 2 (VERT),237,0.5,2598.83,Trajet 237 | État: Chargé. Identifié par IA.
-20.970521667,-68.69569,Cluster 2 (VERT),237,17.6,2617.23,Trajet 237 | État: Chargé. Identifié par IA.
-20.959313333,-68.709951667,Cluster 2 (VERT),237,0.0,2608.15,Trajet 237 | État: Chargé. Identifié par IA.
-20.959313333,-68.709951667,Cluster 2 (VERT),238,0.0,2605.67,Trajet 238 | État: Vide. Identifié par IA.
-20.97361,-68.694955,Cluster 2 (VERT),238,23.2,2593.38,Trajet 238 | État: Vide. Identifié par IA.
-20.97392,-68.699698333,Cluster 2 (VERT),238,1.1,2609.76,Trajet 238 | État: Vide. Identifié par IA.
-20.97078,-68.699278333,Cluster 2 (VERT),239,11.7,2616.0,Trajet 239 | État: Chargé. Identifié par IA.
-20.959158333,-68.709145,Cluster 2 (VERT),239,0.0,2618.06,Trajet 239 | État: Chargé. Identifié par IA.
-20.959375,-68.708505,Cluster 2 (VERT),239,5.7,2585.94,Trajet 239 | État: Chargé. Identifié par IA.
-20.959365,-68.708601667,Cluster 1 (BLEU),240,9.3,2586.09,Trajet 240 | État: Vide. Identifié par IA.
-20.979156667,-68.702691667,Cluster 1 (BLEU),240,18.9,2588.47,Trajet 240 | État: Vide. Identifié par IA.
-20.973951667,-68.699721667,Cluster 1 (BLEU),240,2.0,2610.12,Trajet 240 | État: Vide. Identifié par IA.
-20.973801667,-68.69995,Cluster 2 (VERT),241,14.3,2610.91,Trajet 241 | État: Chargé. Identifié par IA.
-20.967716667,-68.697896667,Cluster 2 (VERT),241,38.7,2616.51,Trajet 241 | État: Chargé. Identifié par IA.
-20.959848333,-68.708358333,Cluster 2 (VERT),241,1.7,2586.97,Trajet 241 | État: Chargé. Identifié par IA.
-20.959913333,-68.708355,Cluster 1 (BLEU),242,6.7,2586.81,Trajet 242 | État: Vide. Identifié par IA.
-20.974751667,-68.69476,Cluster 1 (BLEU),242,30.7,2586.61,Trajet 242 | État: Vide. Identifié par IA.
-20.970641667,-68.703833333,Cluster 1 (BLEU),242,1.3,2590.35,Trajet 242 | État: Vide. Identifié par IA.
-20.971315,-68.702273333,Cluster 0 (ROUGE),243,14.4,2611.68,Trajet 243 | État: Chargé. Identifié par IA.
-20.971051667,-68.695616667,Cluster 0 (ROUGE),243,13.3,2607.14,Trajet 243 | État: Chargé. Identifié par IA.
-20.959828333,-68.708355,Cluster 0 (ROUGE),243,1.5,2591.89,Trajet 243 | État: Chargé. Identifié par IA.
-20.959898333,-68.708375,Cluster 1 (BLEU),244,6.9,2591.33,Trajet 244 | État: Vide. Identifié par IA.
-20.979141667,-68.703673333,Cluster 1 (BLEU),244,36.1,2583.86,Trajet 244 | État: Vide. Identifié par IA.
-20.970133333,-68.704018333,Cluster 1 (BLEU),244,2.0,2609.2,Trajet 244 | État: Vide. Identifié par IA.
-20.970188333,-68.70393,Cluster 1 (BLEU),245,8.2,2610.85,Trajet 245 | État: Chargé. Identifié par IA.
-20.971748333,-68.695431667,Cluster 1 (BLEU),245,14.8,2615.59,Trajet 245 | État: Chargé. Identifié par IA.
-20.959836667,-68.708361667,Cluster 1 (BLEU),245,4.1,2587.37,Trajet 245 | État: Chargé. Identifié par IA.
-20.959938333,-68.708385,Cluster 2 (VERT),246,10.6,2587.29,Trajet 246 | État: Vide. Identifié par IA.
-20.977551667,-68.723031667,Cluster 2 (VERT),246,0.0,2579.13,Trajet 246 | État: Vide. Identifié par IA.
-20.973828333,-68.699603333,Cluster 2 (VERT),246,2.2,2605.44,Trajet 246 | État: Vide. Identifié par IA.
-20.973801667,-68.699706667,Cluster 2 (VERT),247,8.3,2606.1,Trajet 247 | État: Chargé. Identifié par IA.
-20.973376667,-68.695768333,Cluster 2 (VERT),247,13.2,2611.15,Trajet 247 | État: Chargé. Identifié par IA.
-20.959863333,-68.708351667,Cluster 2 (VERT),247,4.8,2591.07,Trajet 247 | État: Chargé. Identifié par IA.
-20.959978333,-68.708378333,Cluster 2 (VERT),248,14.3,2590.64,Trajet 248 | État: Vide. Identifié par IA.
-20.963475,-68.703003333,Cluster 2 (VERT),248,37.2,2590.98,Trajet 248 | État: Vide. Identifié par IA.
-20.978998333,-68.700535,Cluster 2 (VERT),248,41.1,2584.17,Trajet 248 | État: Vide. Identifié par IA.
-20.971385,-68.700413333,Cluster 1 (BLEU),249,43.9,2583.54,Trajet 249 | État: Chargé. Identifié par IA.
-20.966468333,-68.699076667,Cluster 1 (BLEU),249,21.5,2616.53,Trajet 249 | État: Chargé. Identifié par IA.
-20.959441667,-68.708468333,Cluster 1 (BLEU),249,5.0,2592.53,Trajet 249 | État: Chargé. Identifié par IA.
-20.95939,-68.708545,Cluster 2 (VERT),250,8.3,2592.4,Trajet 250 | État: Vide. Identifié par IA.
-20.970888333,-68.695425,Cluster 2 (VERT),250,25.0,2589.92,Trajet 250 | État: Vide. Identifié par IA.
-20.968918333,-68.70381,Cluster 2 (VERT),250,34.6,2594.07,Trajet 250 | État: Vide. Identifié par IA.
-20.968313333,-68.700505,Cluster 1 (BLEU),251,14.8,2614.6,Trajet 251 | État: Chargé. Identifié par IA.
-20.962778333,-68.709943333,Cluster 1 (BLEU),251,11.1,2615.27,Trajet 251 | État: Chargé. Identifié par IA.
-20.9594,-68.708476667,Cluster 1 (BLEU),251,2.3,2595.59,Trajet 251 | État: Chargé. Identifié par IA.
-20.959358333,-68.70859,Cluster 2 (VERT),252,14.4,2593.03,Trajet 252 | État: Vide. Identifié par IA.
-20.964428333,-68.700593333,Cluster 2 (VERT),252,33.3,2585.93,Trajet 252 | État: Vide. Identifié par IA.
-20.970388333,-68.70433,Cluster 2 (VERT),252,5.7,2590.48,Trajet 252 | État: Vide. Identifié par IA.
-20.971505,-68.702048333,Cluster 1 (BLEU),253,8.9,2610.35,Trajet 253 | État: Chargé. Identifié par IA.
-20.969985,-68.695718333,Cluster 1 (BLEU),253,15.2,2612.56,Trajet 253 | État: Chargé. Identifié par IA.
-20.959821667,-68.709486667,Cluster 1 (BLEU),253,0.4,2511.0,Trajet 253 | État: Chargé. Identifié par IA.
-20.959823333,-68.709486667,Cluster 2 (VERT),254,0.1,2510.3,Trajet 254 | État: Vide. Identifié par IA.
-20.957505,-68.703978333,Cluster 2 (VERT),254,0.0,2319.69,Trajet 254 | État: Vide. Identifié par IA.
-20.968778333,-68.710566667,Cluster 2 (VERT),254,2.4,2633.2,Trajet 254 | État: Vide. Identifié par IA.
-20.968895,-68.71053,Cluster 2 (VERT),255,8.7,2635.5,Trajet 255 | État: Chargé. Identifié par IA.
-20.965988333,-68.714955,Cluster 2 (VERT),255,11.5,2641.2,Trajet 255 | État: Chargé. Identifié par IA.
-20.953568333,-68.716666667,Cluster 2 (VERT),255,0.0,2629.17,Trajet 255 | État: Chargé. Identifié par IA.
-20.953568333,-68.716666667,Cluster 1 (BLEU),256,0.0,2627.67,Trajet 256 | État: Vide. Identifié par IA.
-20.96871,-68.725416667,Cluster 1 (BLEU),256,37.4,2613.07,Trajet 256 | État: Vide. Identifié par IA.
-20.981256667,-68.70501,Cluster 1 (BLEU),256,6.8,2626.39,Trajet 256 | État: Vide. Identifié par IA.
-20.980485,-68.698535,Cluster 1 (BLEU),257,27.0,2641.13,Trajet 257 | État: Chargé. Identifié par IA.
-20.971081667,-68.723805,Cluster 1 (BLEU),257,16.1,2644.96,Trajet 257 | État: Chargé. Identifié par IA.
-20.961276667,-68.727596667,Cluster 1 (BLEU),257,0.0,2628.38,Trajet 257 | État: Chargé. Identifié par IA.
-20.961276667,-68.727596667,Cluster 1 (BLEU),258,0.0,2626.19,Trajet 258 | État: Vide. Identifié par IA.
-20.976555,-68.723703333,Cluster 1 (BLEU),258,0.0,2612.76,Trajet 258 | État: Vide. Identifié par IA.
-20.973846667,-68.718511667,Cluster 1 (BLEU),258,2.6,2612.57,Trajet 258 | État: Vide. Identifié par IA.
-20.973846667,-68.718511667,Cluster 2 (VERT),259,0.0,2613.11,Trajet 259 | État: Chargé. Identifié par IA.
-20.971916667,-68.729108333,Cluster 2 (VERT),259,13.9,2633.03,Trajet 259 | État: Chargé. Identifié par IA.
-20.974558333,-68.73607,Cluster 2 (VERT),259,1.3,2610.14,Trajet 259 | État: Chargé. Identifié par IA.
-20.974686667,-68.736131667,Cluster 1 (BLEU),260,10.4,2609.69,Trajet 260 | État: Vide. Identifié par IA.
-20.961698333,-68.702623333,Cluster 1 (BLEU),260,30.0,2613.25,Trajet 260 | État: Vide. Identifié par IA.
-20.987851667,-68.699975,Cluster 1 (BLEU),260,1.9,2639.12,Trajet 260 | État: Vide. Identifié par IA.
